event_key,event_name,event_type,event_location,event_location_size,event_begin_date,event_end_date,city
507,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/19/2017,4/19/2017,Denver
508,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/21/2017,4/21/2017,Denver
509,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/22/2017,4/22/2017,Denver
510,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/23/2017,4/23/2017,Denver
511,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/24/2017,4/24/2017,Denver
512,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/25/2017,4/25/2017,Denver
513,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/26/2017,4/26/2017,Denver
514,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/27/2017,4/27/2017,Denver
515,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/28/2017,4/28/2017,Denver
516,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/29/2017,4/29/2017,Denver
517,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,4/30/2017,4/30/2017,Denver
518,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/2/2017,5/2/2017,Denver
519,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/3/2017,5/3/2017,Denver
520,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/4/2017,5/4/2017,Denver
521,Spread The Word Music Festival,music,"4600 Humboldt St, Denver, CO 80216",10500,5/5/2017,5/8/2017,Denver
522,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/5/2017,5/5/2017,Denver
523,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/6/2017,5/6/2017,Denver
524,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/7/2017,5/7/2017,Denver
525,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/10/2017,5/10/2017,Denver
526,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/11/2017,5/11/2017,Denver
527,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/12/2017,5/12/2017,Denver
528,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/13/2017,5/13/2017,Denver
529,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/14/2017,5/14/2017,Denver
530,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/16/2017,5/16/2017,Denver
531,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/19/2017,5/19/2017,Denver
532,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/20/2017,5/20/2017,Denver
533,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/21/2017,5/21/2017,Denver
534,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/22/2017,5/22/2017,Denver
535,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/23/2017,5/23/2017,Denver
536,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/24/2017,5/24/2017,Denver
537,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/25/2017,5/25/2017,Denver
538,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/26/2017,5/26/2017,Denver
539,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/27/2017,5/27/2017,Denver
540,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/28/2017,5/28/2017,Denver
541,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/29/2017,5/29/2017,Denver
542,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/30/2017,5/30/2017,Denver
543,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,5/31/2017,5/31/2017,Denver
544,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/1/2017,6/1/2017,Denver
545,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/2/2017,6/2/2017,Denver
546,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/3/2017,6/3/2017,Denver
547,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/4/2017,6/4/2017,Denver
548,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/6/2017,6/6/2017,Denver
549,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/7/2017,6/7/2017,Denver
550,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/8/2017,6/8/2017,Denver
551,Greeley Blues Jam,music,"501 N 14th Ave, Greeley, CO 80631",,6/9/2017,6/10/2017,Denver
552,Taste of Fort Collins,music,"Civic Center Park, Fort Collins, Colorado",,6/9/2017,6/9/2017,Denver
553,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/9/2017,6/9/2017,Denver
554,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/10/2017,6/10/2017,Denver
555,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/11/2017,6/11/2017,Denver
556,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/12/2017,6/12/2017,Denver
557,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/13/2017,6/13/2017,Denver
558,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/14/2017,6/14/2017,Denver
559,Sonic Bloom Festival,music,"Hummingbird Ranch, Colorado",,6/15/2017,6/18/2017,Denver
560,Telluride Bluegrass Festival,music,"Telluride Town Park 500 E Colorado Ave Telluride, CO",,6/15/2017,6/18/2017,Denver
561,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/15/2017,6/15/2017,Denver
562,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/16/2017,6/16/2017,Denver
563,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/17/2017,6/17/2017,Denver
564,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/18/2017,6/18/2017,Denver
565,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/20/2017,6/20/2017,Denver
566,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/21/2017,6/21/2017,Denver
567,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/22/2017,6/22/2017,Denver
568,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/23/2017,6/23/2017,Denver
569,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/24/2017,6/24/2017,Denver
570,Westword Music Showcase,music,"1080-1098 Acoma St, Denver, CO 80204",,6/25/2017,6/25/2017,Denver
571,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/25/2017,6/25/2017,Denver
572,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/26/2017,6/26/2017,Denver
573,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/27/2017,6/27/2017,Denver
574,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/28/2017,6/28/2017,Denver
575,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,6/30/2017,6/30/2017,Denver
576,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/1/2017,7/1/2017,Denver
577,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/2/2017,7/2/2017,Denver
578,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/3/2017,7/3/2017,Denver
579,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/4/2017,7/4/2017,Denver
580,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/5/2017,7/5/2017,Denver
581,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/6/2017,7/6/2017,Denver
582,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/7/2017,7/7/2017,Denver
583,The Ride Festival,music,"500 E Colorado Ave, Telluride, CO 81435",,7/8/2017,7/9/2017,Denver
584,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/8/2017,7/8/2017,Denver
585,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/9/2017,7/9/2017,Denver
586,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/14/2017,7/14/2017,Denver
587,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/15/2017,7/15/2017,Denver
588,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/16/2017,7/16/2017,Denver
589,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/17/2017,7/17/2017,Denver
590,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/18/2017,7/18/2017,Denver
591,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/19/2017,7/19/2017,Denver
592,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/21/2017,7/21/2017,Denver
593,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/22/2017,7/22/2017,Denver
594,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/23/2017,7/23/2017,Denver
595,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/24/2017,7/24/2017,Denver
596,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/25/2017,7/25/2017,Denver
597,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/26/2017,7/26/2017,Denver
598,The Underground Music Showcase,music,"downtown,Denver, Colorado",,7/27/2017,7/30/2017,Denver
599,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,7/29/2017,7/29/2017,Denver
600,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/1/2017,8/1/2017,Denver
601,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/2/2017,8/2/2017,Denver
602,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/3/2017,8/3/2017,Denver
603,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/4/2017,8/4/2017,Denver
604,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/5/2017,8/5/2017,Denver
605,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/6/2017,8/6/2017,Denver
606,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/8/2017,8/8/2017,Denver
607,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/9/2017,8/9/2017,Denver
608,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/11/2017,8/11/2017,Denver
609,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/12/2017,8/12/2017,Denver
610,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/13/2017,8/13/2017,Denver
611,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/14/2017,8/14/2017,Denver
612,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/15/2017,8/15/2017,Denver
613,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/16/2017,8/16/2017,Denver
614,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/17/2017,8/17/2017,Denver
615,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/18/2017,8/18/2017,Denver
616,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/19/2017,8/19/2017,Denver
617,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/20/2017,8/20/2017,Denver
618,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/22/2017,8/22/2017,Denver
619,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/23/2017,8/23/2017,Denver
620,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/24/2017,8/24/2017,Denver
621,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/25/2017,8/25/2017,Denver
622,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/26/2017,8/26/2017,Denver
623,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/27/2017,8/27/2017,Denver
624,FoCoMX,music,"Fort Collins, CO 80524",3000,8/28/2017,8/29/2017,Denver
625,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/28/2017,8/28/2017,Denver
626,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/29/2017,8/29/2017,Denver
627,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,8/30/2017,8/30/2017,Denver
628,Jazz Aspen Snowmass,music,"110 E Hallam St # 104, Aspen, CO 81611",,9/1/2017,9/3/2017,Denver
629,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/1/2017,9/1/2017,Denver
630,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/2/2017,9/2/2017,Denver
631,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/3/2017,9/3/2017,Denver
632,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/4/2017,9/4/2017,Denver
633,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/5/2017,9/5/2017,Denver
634,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/6/2017,9/6/2017,Denver
635,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/7/2017,9/7/2017,Denver
636,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/8/2017,9/8/2017,Denver
637,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/9/2017,9/9/2017,Denver
638,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/10/2017,9/10/2017,Denver
639,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/11/2017,9/11/2017,Denver
640,football,sport,"1717 Bryant St, Denver, CO 80204",76125,9/11/2017,9/11/2017,Denver
641,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/12/2017,9/12/2017,Denver
642,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/13/2017,9/13/2017,Denver
643,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/14/2017,9/14/2017,Denver
644,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/15/2017,9/15/2017,Denver
645,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/16/2017,9/16/2017,Denver
646,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/17/2017,9/17/2017,Denver
647,football,sport,"1718 Bryant St, Denver, CO 80204",76125,9/17/2017,9/17/2017,Denver
648,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/19/2017,9/19/2017,Denver
649,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/20/2017,9/20/2017,Denver
650,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/21/2017,9/21/2017,Denver
651,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/22/2017,9/22/2017,Denver
652,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/23/2017,9/23/2017,Denver
653,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/24/2017,9/24/2017,Denver
654,football,sport,"1719 Bryant St, Denver, CO 80204",76125,9/24/2017,9/24/2017,Denver
655,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/25/2017,9/25/2017,Denver
656,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/26/2017,9/26/2017,Denver
657,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/27/2017,9/27/2017,Denver
658,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/29/2017,9/29/2017,Denver
659,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,9/30/2017,9/30/2017,Denver
660,baseball,sport,"2001 Blake St, Denver, CO 80205",50398,10/1/2017,10/1/2017,Denver
661,football,sport,"1720 Bryant St, Denver, CO 80204",76125,10/1/2017,10/1/2017,Denver
662,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/7/2017,10/7/2017,Vancouver
663,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/10/2017,10/10/2017,Vancouver
664,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/12/2017,10/12/2017,Vancouver
665,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/14/2017,10/14/2017,Vancouver
666,football,sport,"1721 Bryant St, Denver, CO 80204",76125,10/15/2017,10/15/2017,Denver
667,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/17/2017,10/17/2017,Vancouver
668,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/18/2017,10/18/2017,Denver
669,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/19/2017,10/19/2017,Vancouver
670,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/20/2017,10/20/2017,Vancouver
671,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/21/2017,10/21/2017,Denver
672,football,sport,"1722 Bryant St, Denver, CO 80204",76125,10/22/2017,10/22/2017,Denver
673,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/22/2017,10/22/2017,Vancouver
674,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/23/2017,10/23/2017,Denver
675,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/24/2017,10/24/2017,Vancouver
676,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/25/2017,10/25/2017,Denver
677,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/26/2017,10/26/2017,Vancouver
678,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/27/2017,10/27/2017,Denver
679,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/29/2017,10/29/2017,Denver
680,football,sport,"1723 Bryant St, Denver, CO 80204",76125,10/30/2017,10/30/2017,Denver
681,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,10/30/2017,10/30/2017,Denver
682,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,10/30/2017,10/30/2017,Vancouver
683,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/1/2017,11/1/2017,Denver
684,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/1/2017,11/1/2017,Vancouver
685,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/3/2017,11/3/2017,Denver
686,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/4/2017,11/4/2017,Denver
687,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/4/2017,11/4/2017,Vancouver
688,football,sport,"1724 Bryant St, Denver, CO 80204",76125,11/5/2017,11/5/2017,Denver
689,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/6/2017,11/6/2017,Vancouver
690,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/7/2017,11/7/2017,Denver
691,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/7/2017,11/7/2017,Vancouver
692,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/9/2017,11/9/2017,Denver
693,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/9/2017,11/9/2017,Vancouver
694,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/11/2017,11/11/2017,Denver
695,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/11/2017,11/11/2017,Vancouver
696,football,sport,"1725 Bryant St, Denver, CO 80204",76125,11/12/2017,11/12/2017,Denver
697,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/13/2017,11/13/2017,Denver
698,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/14/2017,11/14/2017,Vancouver
699,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/16/2017,11/16/2017,Vancouver
700,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/17/2017,11/17/2017,Denver
701,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/18/2017,11/18/2017,Vancouver
702,football,sport,"1726 Bryant St, Denver, CO 80204",76125,11/19/2017,11/19/2017,Denver
703,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/19/2017,11/19/2017,Denver
704,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/20/2017,11/20/2017,Denver
705,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/21/2017,11/21/2017,Vancouver
706,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/22/2017,11/22/2017,Denver
707,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/22/2017,11/22/2017,Vancouver
708,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/24/2017,11/24/2017,Denver
709,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/24/2017,11/24/2017,Vancouver
710,football,sport,"1727 Bryant St, Denver, CO 80204",76125,11/26/2017,11/26/2017,Denver
711,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/26/2017,11/26/2017,Vancouver
712,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/28/2017,11/28/2017,Denver
713,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/28/2017,11/28/2017,Vancouver
714,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,11/30/2017,11/30/2017,Denver
715,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,11/30/2017,11/30/2017,Vancouver
716,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/2/2017,12/2/2017,Denver
717,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/2/2017,12/2/2017,Vancouver
718,football,sport,"1728 Bryant St, Denver, CO 80204",76125,12/3/2017,12/3/2017,Denver
719,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/4/2017,12/4/2017,Denver
720,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/5/2017,12/5/2017,Vancouver
721,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/6/2017,12/6/2017,Denver
722,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/7/2017,12/7/2017,Vancouver
723,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/8/2017,12/8/2017,Denver
724,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/9/2017,12/9/2017,Vancouver
725,football,sport,"1729 Bryant St, Denver, CO 80204",76125,12/10/2017,12/10/2017,Denver
726,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/10/2017,12/10/2017,Denver
727,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/11/2017,12/11/2017,Vancouver
728,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/12/2017,12/12/2017,Denver
729,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/13/2017,12/13/2017,Denver
730,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/13/2017,12/13/2017,Vancouver
731,football,sport,"1730 Bryant St, Denver, CO 80204",76125,12/14/2017,12/14/2017,Denver
732,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/15/2017,12/15/2017,Denver
733,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/15/2017,12/15/2017,Vancouver
734,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/17/2017,12/17/2017,Vancouver
735,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/18/2017,12/18/2017,Denver
736,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/19/2017,12/19/2017,Vancouver
737,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/20/2017,12/20/2017,Denver
738,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/21/2017,12/21/2017,Vancouver
739,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/22/2017,12/22/2017,Denver
740,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/23/2017,12/23/2017,Denver
741,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/23/2017,12/23/2017,Vancouver
742,football,sport,"1731 Bryant St, Denver, CO 80204",76125,12/24/2017,12/24/2017,Denver
743,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/26/2017,12/26/2017,Denver
744,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/27/2017,12/27/2017,Denver
745,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/28/2017,12/28/2017,Vancouver
746,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,12/30/2017,12/30/2017,Denver
747,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,12/30/2017,12/30/2017,Vancouver
748,football,sport,"1732 Bryant St, Denver, CO 80204",76125,12/31/2017,12/31/2017,Denver
749,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/3/2018,1/3/2018,Denver
750,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/5/2018,1/5/2018,Denver
751,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/6/2018,1/6/2018,Denver
752,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/7/2018,1/7/2018,Vancouver
753,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/8/2018,1/8/2018,Denver
754,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/9/2018,1/9/2018,Vancouver
755,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/10/2018,1/10/2018,Denver
756,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/12/2018,1/12/2018,Denver
757,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/12/2018,1/12/2018,Vancouver
758,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/13/2018,1/13/2018,Denver
759,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/14/2018,1/14/2018,Vancouver
760,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/16/2018,1/16/2018,Denver
761,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/17/2018,1/17/2018,Denver
762,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/19/2018,1/19/2018,Denver
763,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/20/2018,1/20/2018,Vancouver
764,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/21/2018,1/21/2018,Vancouver
765,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/22/2018,1/22/2018,Denver
766,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/23/2018,1/23/2018,Vancouver
767,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/25/2018,1/25/2018,Denver
768,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/25/2018,1/25/2018,Vancouver
769,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/27/2018,1/27/2018,Denver
770,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/29/2018,1/29/2018,Denver
771,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,1/30/2018,1/30/2018,Denver
772,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,1/30/2018,1/30/2018,Vancouver
773,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/1/2018,2/1/2018,Denver
774,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/1/2018,2/1/2018,Vancouver
775,NBA,sport,"1000 Chopper Cir, Denver, CO 80204",18007,2/3/2018,2/3/2018,Denver
776,NHL,sport,"800 Griffiths Way,Vancouver, BC V6B 6G1",18860,2/3/2018,2/3/2018,Vancouver
